code,authors,year,title,main_topic,geo,deduced or present,tags,measures_all,age_group,langs,procedure,long_cross,n,notes,n_bboys,n_bgirls,n_mboys,n_mgirls,n_boys,n_girls,n_mono,n_bi,attrition(n),% dropped,instrument (for eye tracker studies or brain imagining),methodology or paradigm,online/offline coding,DV,lab_home,age_low,age_max,age_mean,age_SD,bi_def_present,do they describe the %,mono range (L1),bi range (L2),mono_definition,mono_def_present,mono_concept,bi_definition,mono_cutoff,bi_cutoff,modified version,bi_measure,family_bi_measure,concept,bi_measure_more,cum/curr,adm_lang_quest,#study,"if comparing, diff?",results_mono,results_bi,results_other,Data collection,osf?,contact info,citation
10,"Birules, Joan

Bosch, Laura

Brieke, Ricarda

Pons, Ferran

Lewkowicz, David J",2018,Inside bilingualism: Language background modulates selective attention to a talker's mouth.,selective attention,"Barcelona, Spain",deduced,"audiovisual speech, bilingualism, language development, linguistic distance, multisensory perception, selective attention",0,15mo,"Catalan-SPN (close), Catalan-X(distant)",,one time,38,999,16,22,0,0,16,22,0,38,9,19.15%,﻿Tobii X120 stand- alone eye tracker at a sampling rate of 60 Hz,eye tracking,online,Looking time,lab,"﻿14 months, 8 days","﻿15 months, 13 days","﻿15 months, 5 days",NA,yes,no,999,999,NA,999,999,between 50%-50% or 25%-75%,NA,25,999,"The Language Exposure Assessment Tool (DeAnda, Bosch, Poulin- Dubois, Zesiger, & Friend, 2016)",yes,exposure,999,cum,2,1,999,999,"﻿15- month- old bilingual infants at- tended more to the mouth than the eyes when they were exposed to a talking face. Second, we found that the infants attended more to the mouth than the eyes when the talker spoke in a non- native than native language and that they did so regardless of the linguistic dis- tance between English and the bilinguals’ second language. Finally, as predicted, we found evidence consistent with our language dis- tance hypothesis. Close bilingual infants attended longer to a talker’s mouth than did distant bilingual infants",999,IDK,no,"Birules, Joan: joanbirules@ub.edu","Birulés, J., Bosch, L., Brieke, R., Pons, F., & Lewkowicz, D. J. (2018). Inside bilingualism : Language background modulates selective attention to a talker’ s mouth. Developmental Science, 22(3), 1–11. https://doi.org/10.1111/desc.12755"
11,"Mercure, Evelyne

Kushnerenko, Elena

Goldberg, Laura

Bowden-Howl, Harriet

Coulson, Kimberley

Johnson, Mark H

MacSweeney, Mairead",2018,Language experience influences audiovisual speech integration in unimodal and bimodal bilingual infants.,selective attention,London and surrounding areas,present,0,0,4mo-8months,English-X,,one time,50,There were 23 bimodal children not included in this number,14,8,16,12,30,20,28,22,21,29.58%,"﻿TobiiT120 eye- tracker (17- inch diameter, screen refresh rate 60 Hz, ET sampling rate of 60 Hz, spatial accuracy < 1̊).",eye tracking,online,looking time,lab,Na,Na,6.2 for monolinguals and 6.2 for bilinguals,NA,yes,no,100,ENG 48%,only english exposure,y,exposure,Unimodal bilinguals were frequently and regularly ex- posed to English and one or more additional spoken language(s). T,IDK,idk,yes,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 1997)",idk,exposure,999,idk,IDK,1,no,"﻿Monolingual infants showed a decrease in looking time to the
eyes and an increase in looking time to the mouth of talking faces between 4 and 8 months","Like monolinguals, unimodal bilingual infants showed an attentional shift towards the mouth and away from the eyes between 4 and 8 months. Everything else NS",999,IDK,no,"Mercure, Evelyne: e.mercure@ucl.ac.uk","Mercure, E., Kushnerenko, E., Goldberg, L., Bowden-Howl, H., Coulson, K., Johnson, M. H., & Macsweeney, M. (2019). Language experience influences audiovisual speech integration in unimodal and bimodal bilingual infants. Developmental Science, 22(1), 1–9. https://doi.org/10.1111/desc.12701"
12,"Kalashnikova, Marina

Escudero, Paola

Kidd, Evan",2018,The development of fast-mapping and novel word retention strategies in monolingual and bilingual infants.,mutual exclusivity,Australia,present,0,0,18mo,ENG-X,,one time,58,999,9,16,16,17,25,33,33,25,41,41.41%,﻿Tobii- X120 eye- tracker,Eye tracking,online,Looking time (ms),lab,idk,idk,"mono= 78.3 weeks, bilinguals = 78.4 weeks","mono= 1.6 weeks, bilinguals = 1.4 weeks",yes,yes,100,24%-78% English; 22%-76% AL,Acquiring English and did not have exposure to any other languages.,y,exposure,if infants received at least 20% exposure to one of their languages,100,20,yes,"Language Background Questionnaire (Sabourin, Leclerc, Lapierre, Burkholder, & Brien, 2016)",yes,exposure,"﻿In this questionnaire, caregivers are asked to report their own language background, proficiency, and patterns of language use (i.e., language used at home, with their child, with other family members), in addition to their child’s patterns of language exposure. The present adaptation also requires caregiv- ers to complete a table detailing the number of hours per week their child is exposed to the two languages.",curr,4,1,no,"No difference in familiar, disambiguation, or retention trials. Only significant different comparing before and after labeling. ﻿Infants also looked significantly longer to the target during retention trials contrary to the previous findings that have not reported retention abilities among 18- month- old infants in a similar task (Bion et al., 2013).",999,999,idk,no,"Kalashnikova, Marina: m.kalashnikova@westernsydney.edu.au","Kalashnikova, M., Escudero, P., & Kidd, E. (2018). The development of fastmapping and novel word retention strategies in monolingual and bilingual infants. Developmental Science, 21(6), 1–12. https://doi.org/10.1111/desc.12674"
12,"Kalashnikova, Marina

Escudero, Paola

Kidd, Evan",2018,The development of fast-mapping and novel word retention strategies in monolingual and bilingual infants.,mutual exclusivity,Australia,present,0,0,24mo,ENG-X,,one time,32,999,4,10,9,9,13,19,18,14,4,11.11%,﻿Tobii- X120 eye- tracker,Eye tracking,online,Looking time (ms),lab,idk,idk,"mono= 105.09 weeks, bilinguals = 104.93 weeks","mono= 1.06 weeks, bilinguals = 1.13 weeks",yes,yes,100,20%-75% English; 25%-74% AL,Acquiring English and did not have exposure to any other languages.,y,exposure,if infants received at least 20% exposure to one of their languages,100,20,yes,"Language Background Questionnaire (Sabourin, Leclerc, Lapierre, Burkholder, & Brien, 2016)",yes,exposure,"﻿In this questionnaire, caregivers are asked to report their own language background, proficiency, and patterns of language use (i.e., language used at home, with their child, with other family members), in addition to their child’s patterns of language exposure. The present adaptation also requires caregivers to complete a table detailing the number of hours per week their child is exposed to the two languages.",curr,4,2,yes,No difference in familiar or disambiguation trials. Only significant different comparing before and after labeling.,"monolingual infants at 24 months significantly increased their looking to the target in the post- naming phase compared to the pre- naming phase, t(17) = 2.323, p = .033, d = .475. This, however, was not the case for bilingual infants, t(12) = 1.586, p =.139, d = .520.","﻿For the monolingual group, no significant correlations were found between ME and retention scores and vo- cabulary scores. On the other hand, for the bilingual group there was a significant positive association between ME scores and the children’s level of weekly English exposure, r(14) = .648, p = .012. No significant differences across time for disambiguation and familiar trials. In the retention trials, monolingual infants showed the ability to recognize the referents of novel words that they had previously encountered in referent selection trials, but bilingual infants did not.",idk,no,"Kalashnikova, Marina: m.kalashnikova@westernsydney.edu.au","Kalashnikova, M., Escudero, P., & Kidd, E. (2018). The development of fastmapping and novel word retention strategies in monolingual and bilingual infants. Developmental Science, 21(6), 1–12. https://doi.org/10.1111/desc.12674"
13,"MacLeod, Andrea A. N

Laukys, Kathryn

Rvachew, Susan",2011,The impact of bilingual language learning on whole-word complexity and segmental accuracy among children aged 18 and 36 months. [References].,Word segmentation,"Montréal, Canada",present,"bilingual language learning, whole-word complexity, segmental accuracy, phonological development, language development","*Bilingualism

*Childhood Development

*Language

*Language Development

*Phonology

Age Factors

Child Behavior

Child Language

Child, Preschool

Humans

Infant

Language Tests

Multilingualism

Phonetics

Quebec

Surveys and Questionnaires",18mo-24mo,ENG-FRN,,mixed,19,they also had a 3yo group,idk,idk,idk,idk,idk,idk,8,11,8,29.63%,999,vocab,999,"the phonological mean length of utterance (pMLU) of the adult target, the pMLU produced by the child, the proportion of whole-word proximity (PWP), proportion of consonants correct (PCC), and proportion of whole words correct (PWC).",lab,"18mo=17.7, 24mo= 4.22","18mo=19:23, 24mo=27.8","mono=19:7, bi 18mo=18:10, bi 24mo=25:11",idk,yes,yes,90-100,25-55,"Children acquiring English in a monolingual environment (i.e., less than 10% exposure to another language)",y,exposure,"For the bilingual group, children were included if their parents reported during the first interview (i.e., at 18 or 36 months) that the child had been exposed to English from birth and had ongoing exposure to English ranging from between 45–85% of a typical week; a corresponding exposure to French from birth and ranging from 15–55% of a typical week was also required for this group.",90,15,999,own questionnaire,yes,exposure,"Based on parent report, all children were developing
typically, had hearing within the normal range, and
had no identified syndromes. Parents also completed
a questionnaire to calculate the child’s percentage
exposure to different languages across contexts
(home, daycare, other), individuals (parents, siblings, other caregivers), and days (weekdays vs
weekends) ",cum,4,1,no,no differences,"bilingual children can keep pace with their monolingual peers at both 18 months and 36 months of age, at least in their
dominant language",999,idk,no,"MacLeod, Andrea A. N.: andrea.macleod@rea.ulaval.ca","MACLeod, A. A., Laukys, K., & Rvachew, S. (2011). The impact of bilingual language learning on whole-word complexity and segmental accuracy among children aged 18 and 36 months. International Journal of Speech-Language Pathology, 13(6), 490-499."
14,"Singh, Leher

Loh, Darrell

Xiao, Naiqi G",2017,Bilingual infants demonstrate perceptual flexibility in phoneme discrimination but perceptual constraint in face discrimination.,phoneme discrimination,Singapore,deduced,"bilingualism, phoneme discrimination, face discrimination, perceptual narrowing, other-race effect (ORE)","*Bilingualism

*Face Perception

*Phonemes

*Speech Perception

Infant Development",10mo-11.5 mo,English-Mandarin,,one time,32,999,idk,IDK,Idk,Idk,IDK,IDK,16,16,7,17.95%,"﻿17” LCD monitor, ﻿Habit X 1.0 on a
Macintosh computer",manual looking preference after habituation,,,lab,304days,348 days,338 days,999,yes,,,,80-90 L1,y,exposure,25% L2,80,25,999,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 1997)",idk,exposure,999,idk,2,1,no,"﻿monolingual infants demonstrated evidence of perceptual narrowing in speech perception and did not discriminate a non-native Hindi contrast. In contrast, bilingual infants continued to discriminate the same Hindi contrast, demonstrating perceptual flexibility for non-native contrasts.","﻿monolingual and bilingual infants discriminated native faces and native phonemes, demonstrating expected nativeness effects in face and speech perception",999,idk,no,"Singh, Leher: psyls@nus.edu.sg","Singh, L., Loh, D., & Xiao, N. G. (2017). Bilingual Infants Demonstrate Perceptual Flexibility in Phoneme Discrimination but Perceptual Constraint in Face Discrimination. Frontiers in Psychology, 8(1563), 1–9. https://doi.org/10.3389/fpsyg.2017.01563"
15,"Liu, Liquan

Kager, Rene",2017,Enhanced music sensitivity in 9-month-old bilingual infants. [References].,pitch discrimination,Netherlands,acknokledgements,"Infant, Language perception, Music perception, Bilingualism, Perceptual attunement, Acoustic sensitivity, Acoustic salience","*Bilingualism

*Infant Development

*Music

Child Development

Discrimination (Psychology)

Habituation, Psychophysiologic

Humans

Infant

Multilingualism

Music

Pitch Perception

Speech Perception",9mo,Dutch-X,,one time,36,999,idk,idk,idk,idk,64%,36,18,18,6,14.29%,video presentation,manual looking preference after habituation,,,lab,idk,idk,268 days,12 days,yes,,,,not present,not present,idk,20%,idk,20,999,Multilingual Infant Language Questionnaire (Liu & Kager 2016),,exposure,999,,2,1,no,999,﻿neither a perceptual delay nor an acceleration effect was observed among bilingual infants.,999,idk,no,"Liu, Liquan: l.liu@westernsydney.edu.au","Liu, L., & Kager, R. (2017). Enhanced music sensitivity in 9-month-old bilingual infants. Cognitive Processing, 18(1), 55–65. https://doi.org/10.1007/s10339-016-0780-7"
15,"Liu, Liquan

Kager, Rene",2017,Enhanced music sensitivity in 9-month-old bilingual infants. [References].,pitch discrimination,Netherlands,acknokledgements,"Infant, Language perception, Music perception, Bilingualism, Perceptual attunement, Acoustic sensitivity, Acoustic salience","*Bilingualism

*Infant Development

*Music

Child Development

Discrimination (Psychology)

Habituation, Psychophysiologic

Humans

Infant

Multilingualism

Music

Pitch Perception

Speech Perception",9mo,Dutch-X,,one time,36,999,idk,idk,idk,idk,18,18,18,18,12,25.00%,video presentation,manual looking preference after habituation,,,lab,idk,idk,268 days,16 days,yes,,,,not present,not present,idk,20%,idk,20,999,Multilingual Infant Language Questionnaire (Liu & Kager 2016),,exposure,999,,2,2,yes,,﻿It is surprising that bilingual infants discriminated the violin tonal contrast more than the lin- guistic tonal contrast.,999,idk,no,"Liu, Liquan: l.liu@westernsydney.edu.au","Liu, L., & Kager, R. (2017). Enhanced music sensitivity in 9-month-old bilingual infants. Cognitive Processing, 18(1), 55–65. https://doi.org/10.1007/s10339-016-0780-7"
16,"Ramon-Casas, Marta

Fennell, Christopher T

Bosch, Laura",2017,Minimal-pair word learning by bilingual toddlers: The Catalan /e/-/e/ contrast revisited. [References].,phoneme discrimination,"Barcelona, Spain",deduced,"bilingual toddlers, phonological representation, minimal-pair word learning, vowel contrast, Catalan","*Bilingualism

*Learning

*Monolingualism",22mo,Catalan-SPN,,one time,40,999,12,8,13,7,25,15,20,20,12,23.08%,video presentation,manual looking preference after habituation,,,lab,"﻿21 months 15 days – monolinguals, ﻿21 months 17 days –bilinguals","22 months 18 days-- monolinguals,  22 months 28
days --bilinguals",22mo for both,999,no,yes,80-99,55-75,not present,not present,exposure,not present,IDK,idk,999,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 2001)",,exposure,999,,idk,1,no,"﻿Word learning by bilingual toddlers Discussion 653
The present study suggests that both Catalan–Spanish bilingual and Catalan monolingual toddlers can use their [e]-[ɛ] phonetic categories to phonologically encode novel words at 22 months. Bilingual infants’ success in our task suggests that the contrastive [e]-[ɛ] phonetic categories present at 12 months (Bosch & Sebastián-Gallés, 2003) are still functional at 22 months, ready to be used in novel word encoding at a time when bilinguals are actively building their dual receptive lexicon.",999,999,idk,no,"Bosch, Laura: laurabosch@ub.edu","Ramon-Casas, M., Fennell, C. T., & Bosch, L. (2017). Minimal-pair word learning by bilingual toddlers : the Catalan / e / - / ɛ / contrast revisited. Bilingualism: Language and Cognition, 20(3), 649–656. https://doi.org/10.1017/S1366728916001115"
17,"Liu, Liquan

Kager, Rene",2017,Perception of tones by bilingual infants learning non-tone languages. [References].,tone discrimination,idk,idk,"bilingualism, infant, speech perception, lexical tone, perceptual rebound","*Bilingualism

*Infant Development

*Lexical Decision

*Perception","5mo–6mo, 8mo–9mo, 11mo–12mo, 14mo– 15mo, & 17mo–18mo",Dutch-X,,cross,140,999,77,63,0,0,77,63,0,140,30,17.65%,"tone habituation, static visual presentation",manual looking time recording after habituation,,,lab,5mo,18mo,999,999,yes,,,,NA,999,999,more than 20%,NA,20,999,Multilingual Infant Language Questionnaire (Liu & Kager 2016),,exposure,999,,idk,1,999,999,"﻿Just as their monolingual peers, bilingual infants show successful discrimination of the Mandarin Chinese T1- T4 contrast.",999,idk,no,"Liu, Liquan: liquanliu@hotmail.com","Liu, Liquan, & Kager, R. (2020). Perception of tones by bilingual infants learning non-tone. Bilingualism: Language and Cognitiona, 20(3), 561–575. https://doi.org/10.1017/S1366728916000183"
17,"Liu, Liquan

Kager, Rene",2017,Perception of tones by bilingual infants learning non-tone languages. [References].,tone discrimination,idk,idk,"bilingualism, infant, speech perception, lexical tone, perceptual rebound","*Bilingualism

*Infant Development

*Lexical Decision

*Perception","5mo–6mo, 8mo–9mo, 11mo–12mo, 14mo– 15mo, & 17mo–18mo",Dutch-X,,cross,140,999,69,71,0,0,69,71,0,140,24,14.63%,"tone habituation, static visual presentation",manual looking time recording after habituation,,,lab,5mo,18mo,999,999,yes,,,,NA,999,999,more than 20%,NA,20,999,Multilingual Infant Language Questionnaire (Liu & Kager 2016),,exposure,999,,idk,2,999,999,"﻿Dutch infants show an early tonal sensitivity at around 5–6 months, and their sensitivity greatly deteriorates at approximately 8–9 months, compatible with previous findings using various tonal contrasts in non-tone-learning monolingual infants from various language backgrounds (Mattock & Burnham, 2006; Liu & Kager, 2014). From 11– 12 months onwards, non-tone-learning bilingual infants show a sensitivity rebound to tonal contrasts. An early recovery time windowwas found for bilinguals, 6 months ahead of their monolingual peers.",999,idk,no,"Liu, Liquan: liquanliu@hotmail.com","Liu, Liquan, & Kager, R. (2020). Perception of tones by bilingual infants learning non-tone. Bilingualism: Language and Cognitiona, 20(3), 561–575. https://doi.org/10.1017/S1366728916000183"
18,"Kandhadai, Padmapriya

Hall, D. Geoffrey

Werker, Janet F",2017,Second label learning in bilingual and monolingual infants. [References].,mutual exclusivity,Canada,deduced,"bilingualism, monolingualism, infant development, object recognition","*Bilingualism

*Infant Development

*Monolingualism

*Object Recognition

*Word Recognition

Learning",17mo-18mo,ENG-X,,one time,33,999,8,8,8,9,16,17,17,16,24,42.11%,"﻿Data were collected using a dual computer Tobii X60 eyetracking system. An Apple MacBook Pro stimulus presentation laptop was used to trigger the Tobii X60 remote eyetracker and to present the stimuli, using PsyScope, on an external 46ʺ LCD monitor. A",eye tracking,,,lab,"17:17 mo for monolinguals, 17:14 mo for bilinguals","18:16 mo for monolinguals,  18:14 mo for bilinguals","17:26 mo for monolinguals, 17:27 for bilinguals",999,yes,,,,not present (only described sample),not present,exposure,Bilingual infants were exposed to English (> 25%) and at least one other language (> 25%),idk,25,yes,"Language Exposure Questionnaire (Bosch & Sebastián-Gallés, 1997)",,exposure,999,,idk,1,yes,monolingual infants seemed (on the across- category test trial) to treat the word as a property (color) term (e.g. ‘aqua’).,"Bilin- gual infants appeared to treat the word as a second label for the object category (e.g. another word like ‘dog’). In contrast, ","﻿Bilingual but not monolingual infants failed to invoke mutual exclusivity, and only bilingual infants were willing to accept a second object category label for a familiar object.",idk,no,"Kandhadai, Padmapriya: priyak@psych.ubc.ca","Kandhadai, P., Hall, D. G., & Werker, J. F. (2017). Second label learning in bilingual and monolingual infants. Developmental Science, 20(1), 1–14. https://doi.org/10.1111/desc.12429"
19,"Polka, Linda

Orena, Adriel John

Sundara, Megha

Worrall, Jennifer",2017,Segmenting words from fluent speech during infancy-challenges and opportunities in a bilingual context. [References].,word segmentation,"Montréal, Canada",present,"bilingualism, infant development, cognitive development, languages","*Bilingualism

*Cognitive Development

*Infant Development

*Language

*Oral Communication",8mo,French-English,,one time,29,999,15,14,0,0,15,14,0,29,17,36.96%,Na,manual looking time,,,lab,7:14,8:24,8:06,999,yes,no,999,not present,999,999,999,"both English and French on a regular basis, with a minimum estimated input of 30% in each language, and no other language(s) contributing more than 5% to the child’s input.",999,30,999,own questionnaire,yes,exposure,"Infants’ language background was assessed using a detailed questionnaire and interview, which estimated each infant’s language exposure via interac- tions with family and caregivers in a typical week. ",curr,2,2,999,999,"﻿Experiment 2 shows that FE bilingual infants demon- strate segmentation of bi-syllabic French words from French passages, but only when tested on French materials first. They did not show successful segmenta- tion of bi-syllabic English words from English passages. The same pattern was observed when the bilingual infants were divided into different language dominance sub-groups, suggesting that performance was not mod- ulated by the more prevalent language in their input.",999,idk,no,"Polka, Linda: linda.polka@mcgill.ca","Polka, L., Orena, A. J., Sundara, M., & Worrall, J. (2017). Segmenting words from fluent speech during infancy – challenges and opportunities in a bilingual context. Developmental Science, 20(1), 1–14. https://doi.org/10.1111/desc.12419"
19,"Polka, Linda

Orena, Adriel John

Sundara, Megha

Worrall, Jennifer",2017,Segmenting words from fluent speech during infancy-challenges and opportunities in a bilingual context. [References].,word segmentation,"Montréal, Canada",present,"bilingualism, infant development, cognitive development, languages","*Bilingualism

*Cognitive Development

*Infant Development

*Language

*Oral Communication",8mo,French-English,,one time,14,999,4,10,0,0,4,10,0,14,9,39.13%,Na,manual looking time,,,lab,7:15 mo,8:15 mo,7:24 mo,999,yes,no,999,not present,999,999,999,"both English and French on a regular basis, with a minimum estimated input of 30% in each language, and no other language(s) contributing more than 5% to the child’s input.",999,30,999,own questionnaire,yes,exposure,"Infants’ language background was assessed using a detailed questionnaire and interview, which estimated each infant’s language exposure via interac- tions with family and caregivers in a typical week. ",curr,2,3,999,999,﻿FE bilinguals can segment bi-syllabic words in English when the task affords them more opportunity to process the English speech stimuli. These,999,idk,no,"Polka, Linda: linda.polka@mcgill.ca","Polka, L., Orena, A. J., Sundara, M., & Worrall, J. (2017). Segmenting words from fluent speech during infancy – challenges and opportunities in a bilingual context. Developmental Science, 20(1), 1–14. https://doi.org/10.1111/desc.12419"
20,"Ramirez, Naja Ferjan

Ramirez, Rey R

Clarke, Maggie

Taulu, Samu

Kuhl, Patricia K",2017,Speech discrimination in 11-month-old bilingual and monolingual infants: A magnetoencephalography study. [References].,neuroscience,"Washington, USA",present,"speech discrimination, bilingual vs monolingual infants, brain, language development, infant development, magnetoencephalography, native language phonetic sensitivity","*Auditory Discrimination

*Bilingualism

*Brain

*Language Development

*Speech Perception

Infant Development

Magnetoencephalography

Phonetics

Native Language",11mo,ENG-SPN,,one time,16,999,3,5,4,4,7,9,8,8,17,51.52%,MEG,﻿A double oddball paradigm was used,999,,lab,idk,idk,"350 bilinguals, 347 monolinguals","24 days bilinguals, 19 monolinguals",yes,,,,no regular exposure to languages other than English. ,y,exposure,regular exposure to English and Spanish  only through interactions with native speaker(s) from birth.,none,idk,idk,own questionnaire,yes,exposure,"﻿a language background questionnaire which included questions about exposure to English and other languages that infants received from each of the parents, siblings, extended family members, other adults living in the home, daycare providers, and radio or television.",,first 3 then 2,1,yes,"﻿In the late,
but not in the early, window the monolingual group showed a significantly stronger English than Spanish MMR.","﻿Neural responses indicate that the dual sensitivity ofthe bilingual brain is achieved by a slower transition from acoustic to phonetic sound analysis, an adaptive and advantageous response to increased variability in language input. Bilingual neural responses extend into the prefrontal and orbitofrontal cortex, which may be related to their previously described bilingual advantage in executive function skills.",999,idk,no,"Ramirez, Naja Ferjan: naja@u.washington.edu","Ramirez, N. F., Ramirez, R. R., Clarke, M., Taulu, S., & Kuhl, P. K. (2017). Speech discrimination in 11-month-old bilingual and monolingual infants : a magnetoencephalography study. Developmental Science, 20(1), 1–16. https://doi.org/10.1111/desc.12427"
21,"Pejovic, Jovana

Molnar, Monika",2017,The development of spontaneous sound-shape matching in monolingual and bilingual infants during the first year. [References].,﻿sound-shape correspondence development,Basque Country,present,"bilingualism, sound-shape correspondence development, sound symbolism","*Auditory Perception

*Bilingualism

*Infant Development

*Symbolism

Monolingualism",4mo,Basque-Spanish,,one time,26,999,4,9,7,6,11,15,13,13,9,25.71%,NA,manual eye tracking,,,lab,"118 monolinguals, 118 bilinguals","129 monolinguals, 132 bilinguals","123.8 monolinguals, 124 bilinguals",999,yes,no,not present,not present,idk,not present,idk,were exposed to both languages regularly,none,idk,999,own questionnaire,idk,idk,﻿a language background questionnaire (details in supplemental material but NOT SUPPLEMENTAL MATERIALS WERE FOUND),,idk,1,no,no differences,"﻿Basque monolingual and Spanish-Basque bilingual infants’ look- ing behavior in the current study did not vary as a function of trial type (congruent vs. incongruent). Therefore, no evidence for sound-shape correspondence preferences was observed in the cur- rent study at 4 months of age. Moreover, no effect of linguistic background was present, and therefore neither Basque nor bilin- gual exposure affects sound-shape matching biases in 4-month- olds.",999,idk,no,"Pejovic, Jovana: j.pejovic@bcbl.eu; Molnar, Monika: m.molnar@bcbl.eu","Pejovic, J., & Molnar, M. (2017). The Development of Spontaneous Sound-Shape Matching in Monolingual and Bilingual Infants During the First Year. Developmental Psychology, 53(3), 581–586."
21,"Pejovic, Jovana

Molnar, Monika",2017,The development of spontaneous sound-shape matching in monolingual and bilingual infants during the first year. [References].,﻿sound-shape correspondence development,Basque Country,present,"bilingualism, sound-shape correspondence development, sound symbolism","*Auditory Perception

*Bilingualism

*Infant Development

*Symbolism

Monolingualism",12mo,Basque-Spanish,,one time,26,999,2,11,8,5,10,16,13,13,6,18.75%,NA,manual eye tracking,,,lab,"331 monolinguals, 348 bilinguals","372 monolinguals, 381 bilinguals","353 monolinguals, 364.7 bilinguals",999,no,no,not present,not present,idk,not present,idk,idk,none,none,999,own questionnaire,idk,idk,﻿a language background questionnaire (details in supplemental material but NOT SUPPLEMENTAL MATERIALS WERE FOUND),,idk,2,no,no differences,"﻿However, 12-month-old infants’ looking behavior in our study did not vary as a function of the type of linguistic experience, and both Basque-learning and bilingual in- fants exhibited similar behavioral patterns.",999,idk,no,"Pejovic, Jovana: j.pejovic@bcbl.eu; Molnar, Monika: m.molnar@bcbl.eu","Pejovic, J., & Molnar, M. (2017). The Development of Spontaneous Sound-Shape Matching in Monolingual and Bilingual Infants During the First Year. Developmental Psychology, 53(3), 581–586."
